Home,Away,Date,Won, ,PointDiff,FTDiff,Home2pt,Away2pt,Home3pt,Away3pt,Def2pt,OppDef2pt,Def3pt,OppDef3pt
9,0,2023-10-24,0, ,-4,9,52,62,30,33,500,448,333,233
7,13,2023-10-24,1, ,12,-6,68,62,42,30,508,596,345,412
4,20,2023-10-25,0, ,-20,-1,54,52,36,57,605,519,487,286
27,17,2023-10-25,1, ,3,-7,44,52,42,24,377,400,258,400
21,10,2023-10-25,1, ,30,13,66,40,27,36,444,623,353,265
3,0,2023-10-25,1, ,6,-8,64,68,33,15,531,653,172,297
12,24,2023-10-25,1, ,12,0,62,68,48,30,557,554,313,471
11,29,2023-10-25,1, ,23,-12,72,70,60,27,486,563,375,465
28,25,2023-10-25,0, ,-16,6,64,56,27,57,549,508,373,321
19,1,2023-10-25,0, ,-4,-8,36,50,54,36,658,321,308,439
26,6,2023-10-25,0, ,-7,-1,70,64,33,45,615,648,319,314
14,18,2023-10-25,0, ,-7,-1,52,52,36,42,491,542,438,279
15,8,2023-10-25,1, ,1,12,58,60,24,33,500,414,344,364
2,5,2023-10-25,0, ,-1,11,66,54,27,51,529,579,395,333
13,0,2023-10-26,1, ,5,5,62,50,15,27,500,564,290,172
16,22,2023-10-26,1, ,1,6,60,50,33,48,556,588,457,367
26,10,2023-10-27,1, ,4,11,66,88,39,24,647,635,250,310
0,19,2023-10-27,0, ,-6,4,60,46,36,60,500,545,455,375
14,7,2023-10-27,0, ,-4,8,54,54,30,42,529,519,378,303
4,27,2023-10-27,1, ,1,6,58,60,24,27,625,483,250,205
25,9,2023-10-27,0, ,-8,8,58,68,36,42,618,537,438,300
6,2,2023-10-27,1, ,5,13,58,48,45,63,490,527,488,417
5,20,2023-10-27,0, ,-3,2,52,54,36,39,443,553,500,267
28,12,2023-10-27,1, ,2,-2,52,54,48,42,643,473,400,390
1,15,2023-10-27,1, ,8,-6,58,44,48,48,393,518,485,410
3,8,2023-10-27,0, ,-12,5,52,60,21,30,517,433,333,250
24,21,2023-10-27,0, ,-5,-3,52,54,27,27,529,464,321,281
29,14,2023-10-28,1, ,7,8,48,40,48,57,455,511,404,348
17,15,2023-10-28,1, ,16,-2,64,46,36,36,469,615,316,353
5,11,2023-10-28,0, ,-12,1,62,66,36,45,550,456,395,387
18,19,2023-10-28,1, ,9,-7,62,52,27,21,491,574,189,273
27,22,2023-10-28,0, ,-7,-4,42,66,51,30,569,382,357,531
8,4,2023-10-28,1, ,16,3,66,56,36,33,431,569,393,429
0,28,2023-10-28,1, ,22,14,70,56,30,36,519,729,324,270
22,24,2023-10-29,1, ,28,16,58,58,33,21,460,537,226,393
25,13,2023-10-29,1, ,5,-9,64,56,51,45,528,571,333,354
16,0,2023-10-29,0, ,-17,-2,46,64,48,45,571,548,405,364
10,9,2023-10-29,0, ,-11,0,50,34,27,54,472,439,400,273
20,7,2023-10-29,0, ,-33,4,62,84,18,33,689,534,407,188
12,26,2023-10-29,1, ,40,1,62,38,48,33,404,633,333,381
20,8,2023-10-30,1, ,12,4,62,48,39,45,381,574,536,448
18,9,2023-10-30,0, ,-28,3,56,72,30,45,632,519,366,256
3,2,2023-10-30,0, ,-12,-4,78,74,24,36,685,600,364,258
27,24,2023-10-30,0, ,-8,-1,68,54,12,33,540,523,314,138
16,15,2023-10-30,1, ,8,3,64,56,36,39,538,640,382,324
13,21,2023-10-30,1, ,3,1,68,48,24,42,400,654,400,296
7,28,2023-10-30,1, ,8,0,76,62,27,33,508,679,297,321
11,4,2023-10-30,0, ,-7,-5,48,68,36,18,486,571,353,261
29,1,2023-10-30,0, ,-19,13,56,64,33,57,653,549,358,306
0,17,2023-10-30,1, ,14,8,68,56,42,48,491,607,485,467
14,6,2023-10-30,0, ,-15,-6,56,38,42,69,514,509,489,378
12,21,2023-10-31,1, ,16,-3,60,62,42,21,608,517,233,452
0,26,2023-10-31,0, ,-1,-3,48,58,54,42,527,545,378,462
5,19,2023-10-31,0, ,-18,-11,52,50,30,39,481,481,382,263
8,24,2023-11-01,0, ,-9,-17,58,62,33,21,508,475,350,379
19,5,2023-11-01,0, ,-6,1,54,40,15,36,476,435,375,167
28,14,2023-11-01,1, ,24,-8,50,42,66,42,500,568,259,512
15,2,2023-11-01,0, ,-4,-5,52,42,39,48,457,491,444,342
10,3,2023-11-01,1, ,9,1,46,68,63,33,540,489,407,568
27,16,2023-11-01,1, ,19,-15,72,44,45,39,524,679,382,395
13,12,2023-11-01,1, ,5,10,70,66,33,42,508,603,412,344
0,29,2023-11-01,1, ,9,20,74,82,27,30,672,617,250,281
20,18,2023-11-01,0, ,-4,6,62,54,21,39,450,574,310,206
1,11,2023-11-01,1, ,51,20,68,82,60,15,641,567,135,571
6,4,2023-11-01,1, ,9,10,34,62,60,33,554,515,333,417
17,7,2023-11-01,1, ,21,19,60,64,24,18,508,484,182,381
9,25,2023-11-01,1, ,1,-5,56,50,33,33,472,560,314,355
28,21,2023-11-02,0, ,-2,-8,58,58,36,30,518,518,345,364
18,8,2023-11-02,1, ,9,12,50,56,42,39,500,521,342,438
22,27,2023-11-02,1, ,15,8,66,56,27,30,549,493,357,360
0,26,2023-11-02,0, ,-11,7,54,66,48,54,541,563,486,500
16,19,2023-11-03,1, ,5,1,30,56,60,30,491,349,256,513
20,9,2023-11-03,0, ,-2,-1,70,62,45,54,596,648,450,517
4,2,2023-11-03,0, ,-2,7,64,52,33,54,510,525,400,393
15,29,2023-11-03,1, ,7,3,70,66,39,39,623,660,464,481
11,5,2023-11-03,1, ,5,-4,60,72,45,24,643,545,286,484
7,6,2023-11-03,1, ,11,-1,72,48,39,51,545,571,405,433
24,14,2023-11-03,1, ,2,19,60,74,27,30,607,469,286,281
7,4,2023-11-04,1, ,22,7,52,64,48,21,533,578,269,444
17,28,2023-11-04,1, ,28,11,72,46,27,36,479,632,279,375
22,0,2023-11-04,1, ,12,-12,64,46,33,27,426,533,257,367
11,3,2023-11-04,0, ,-1,-11,46,78,66,24,574,479,400,489
21,13,2023-11-04,1, ,19,-3,68,58,36,24,537,500,267,364
10,25,2023-11-04,1, ,18,0,54,42,39,33,488,529,268,361
18,0,2023-11-04,0, ,-18,-2,64,62,24,42,596,604,341,258
2,1,2023-11-04,0, ,-10,-12,52,56,51,45,622,542,333,327
6,3,2023-11-05,1, ,6,12,58,82,42,24,594,592,267,333
26,27,2023-11-05,0, ,-7,-6,76,50,30,57,510,594,396,313
24,14,2023-11-05,0, ,-12,3,46,64,42,39,561,460,406,311
8,0,2023-11-05,0, ,-14,-14,70,70,24,24,538,547,381,348
5,9,2023-11-05,1, ,11,2,60,36,33,48,340,652,390,297
15,13,2023-11-06,1, ,1,3,58,72,36,24,655,569,308,324
2,16,2023-11-06,0, ,-4,-10,66,60,48,48,625,589,333,356
8,9,2023-11-06,0, ,-11,4,50,68,39,36,607,500,293,433
19,12,2023-11-06,1, ,14,3,58,50,36,33,610,509,344,387
22,29,2023-11-06,1, ,18,16,78,70,36,42,565,650,412,387
20,0,2023-11-06,1, ,9,-5,62,48,42,42,400,525,333,400
21,6,2023-11-06,0, ,-15,-6,64,52,24,45,619,552,375,296
17,1,2023-11-06,1, ,5,-13,62,50,39,33,472,646,282,351
10,25,2023-11-06,1, ,25,10,56,44,45,42,537,636,350,484
4,28,2023-11-06,1, ,17,1,60,50,54,48,581,508,372,529
11,26,2023-11-06,1, ,41,-1,70,64,60,24,471,614,308,526
7,18,2023-11-06,1, ,18,4,72,64,45,39,533,643,433,385
10,13,2023-11-08,1, ,34,-3,74,58,42,21,483,617,280,424
16,8,2023-11-08,1, ,2,12,60,82,33,21,594,566,241,297
2,12,2023-11-08,1, ,7,-2,44,56,45,24,509,431,222,366
22,1,2023-11-08,1, ,3,-3,66,42,27,45,477,541,319,265
14,15,2023-11-08,0, ,-6,-6,48,48,33,33,490,453,393,297
11,28,2023-11-08,1, ,16,0,78,68,39,33,493,650,407,317
19,26,2023-11-08,1, ,21,7,54,70,57,27,625,466,265,452
17,18,2023-11-08,1, ,21,-4,60,56,45,24,431,667,286,405
20,5,2023-11-08,1, ,8,1,64,66,36,27,611,552,310,429
3,29,2023-11-08,0, ,-16,6,66,58,24,54,537,611,419,320
4,0,2023-11-08,0, ,-1,-4,56,38,42,57,452,444,396,424
7,9,2023-11-08,1, ,3,-5,60,52,33,33,510,526,314,314
25,24,2023-11-08,1, ,3,6,60,72,33,24,554,577,364,297
6,27,2023-11-08,0, ,-11,1,46,76,51,33,603,535,306,415
11,16,2023-11-09,1, ,2,-5,48,74,60,27,617,545,333,417
21,0,2023-11-09,0, ,-1,2,64,52,30,45,565,508,385,370
1,2,2023-11-10,1, ,14,4,44,46,57,45,479,524,405,365
0,13,2023-11-10,0, ,-3,-6,54,60,45,36,526,474,444,405
29,3,2023-11-10,0, ,-7,-1,58,88,42,18,537,580,214,368
8,22,2023-11-10,0, ,-8,-17,64,52,24,27,473,552,321,286
25,20,2023-11-10,1, ,7,3,50,64,39,21,561,568,233,277
14,28,2023-11-10,0, ,-6,-17,54,46,57,54,590,509,486,396
26,17,2023-11-10,0, ,-7,-9,62,66,36,30,550,534,370,353
6,12,2023-11-10,1, ,18,-9,64,70,57,24,574,571,296,452
10,18,2023-11-10,1, ,3,-3,52,52,30,24,520,491,320,286
21,16,2023-11-11,1, ,15,18,52,58,30,27,604,448,310,385
1,27,2023-11-11,1, ,23,-6,64,50,45,30,463,762,270,341
0,15,2023-11-11,0, ,-8,-8,40,58,54,36,630,488,316,391
9,5,2023-11-11,0, ,-8,-10,48,52,39,33,464,462,367,342
18,6,2023-11-12,0, ,-12,-3,60,60,51,60,612,536,377,472
10,7,2023-11-12,1, ,3,12,54,66,30,27,559,491,281,313
12,14,2023-11-12,0, ,-4,-3,50,48,36,39,511,490,317,353
4,8,2023-11-12,1, ,11,-1,66,54,33,33,482,541,344,367
13,24,2023-11-12,1, ,6,23,74,64,12,39,604,569,351,211
19,3,2023-11-12,1, ,22,13,64,64,45,36,542,627,343,417
26,15,2023-11-12,0, ,-5,-18,46,54,57,36,466,489,387,432
2,29,2023-11-12,1, ,8,-2,50,46,36,30,489,510,244,245
0,20,2023-11-12,0, ,-12,5,46,60,27,30,545,426,370,310
9,17,2023-11-12,0, ,-6,3,50,68,36,27,618,472,333,279
22,11,2023-11-12,1, ,11,1,78,62,42,48,608,542,410,424
1,19,2023-11-13,1, ,16,-2,42,36,57,45,409,583,429,442
16,4,2023-11-13,1, ,9,0,54,48,45,42,414,643,333,319
27,29,2023-11-13,1, ,4,8,82,62,12,36,534,586,462,200
25,5,2023-11-13,1, ,12,0,58,58,60,48,518,707,457,476
2,21,2023-11-14,1, ,20,-3,54,40,57,48,556,587,348,487
28,24,2023-11-14,1, ,16,0,62,52,39,33,491,596,314,302
9,17,2023-11-14,0, ,-3,-4,48,44,39,42,468,490,412,333
8,0,2023-11-14,0, ,-6,-8,74,66,30,36,611,607,364,345
7,12,2023-11-14,1, ,3,4,62,48,24,39,421,620,448,348
3,15,2023-11-14,0, ,-6,-5,42,64,45,24,615,429,258,469
13,14,2023-11-14,1, ,27,9,50,38,66,60,358,543,377,629
18,6,2023-11-14,1, ,21,-1,70,48,42,42,500,625,333,368
20,26,2023-11-14,1, ,36,10,62,54,45,27,429,620,300,385
22,11,2023-11-14,0, ,-6,11,74,70,18,39,625,578,351,273
22,1,2023-11-15,0, ,-10,3,56,48,33,54,632,509,360,367
27,16,2023-11-15,0, ,-16,7,58,48,27,60,522,460,513,273
13,25,2023-11-15,0, ,-15,2,62,64,33,48,615,574,364,379
0,17,2023-11-15,1, ,18,-12,68,74,51,15,569,630,185,548
29,6,2023-11-15,0, ,-13,2,62,62,36,51,620,585,405,333
0,19,2023-11-15,0, ,-2,10,58,58,36,48,483,659,471,387
24,5,2023-11-15,0, ,-14,-2,42,66,39,27,733,396,300,342
4,21,2023-11-15,0, ,-2,-5,48,48,27,24,444,480,286,273
9,20,2023-11-16,0, ,-19,-6,52,50,42,57,455,456,594,341
15,2,2023-11-16,1, ,7,2,54,52,45,42,531,587,389,429
12,10,2023-11-17,1, ,6,7,46,56,39,30,491,469,323,382
3,16,2023-11-17,0, ,-31,9,62,54,18,66,614,477,489,231
26,25,2023-11-17,0, ,-9,0,56,56,45,54,651,500,429,417
28,0,2023-11-17,0, ,-3,3,54,54,48,54,509,551,545,444
18,7,2023-11-17,1, ,5,5,68,74,36,30,661,523,250,522
0,22,2023-11-17,0, ,-10,-3,56,60,36,39,517,500,433,364
4,21,2023-11-17,0, ,-6,1,50,54,30,33,600,500,324,345
27,1,2023-11-17,0, ,-3,1,60,52,36,48,565,556,348,364
5,8,2023-11-17,1, ,8,2,66,60,27,27,536,541,257,429
29,19,2023-11-17,0, ,-21,1,54,58,30,48,547,540,421,313
24,13,2023-11-17,0, ,-12,-2,52,56,30,36,538,500,414,270
9,20,2023-11-18,0, ,-7,-1,52,88,54,24,571,510,348,391
18,17,2023-11-18,0, ,-1,-2,64,60,36,39,612,561,419,414
3,19,2023-11-18,0, ,-14,-3,46,60,51,48,556,489,432,486
16,6,2023-11-18,1, ,7,10,64,70,51,48,625,653,340,378
4,15,2023-11-18,1, ,5,-5,40,42,48,36,512,556,333,356
26,14,2023-11-18,0, ,-12,-8,42,58,45,33,547,488,333,375
5,7,2023-11-19,1, ,12,3,68,50,33,42,472,618,483,407
11,21,2023-11-19,0, ,-12,-11,68,72,24,21,537,531,350,258
14,1,2023-11-19,0, ,-2,-11,40,46,51,36,500,392,387,386
27,8,2023-11-19,1, ,29,-8,82,60,42,27,526,621,346,389
6,25,2023-11-19,0, ,-16,3,58,62,36,51,620,537,425,353
13,10,2023-11-19,1, ,1,13,66,54,18,42,574,611,378,207
2,22,2023-11-19,0, ,-22,-5,54,56,33,48,475,509,457,393
24,20,2023-11-19,0, ,-43,0,50,54,27,66,600,490,611,265
28,0,2023-11-19,0, ,-3,4,66,64,45,54,561,478,400,326
17,19,2023-11-20,1, ,17,-3,60,46,33,27,426,652,237,324
3,1,2023-11-20,1, ,3,-2,66,52,39,48,553,508,320,333
4,15,2023-11-20,0, ,-18,-2,52,50,33,51,510,591,486,297
26,12,2023-11-20,0, ,-25,-11,58,66,30,36,559,558,333,263
18,25,2023-11-20,1, ,36,1,76,44,36,33,524,594,244,429
29,16,2023-11-20,0, ,-13,-12,90,88,30,33,677,643,379,345
8,7,2023-11-20,0, ,-4,8,58,58,21,33,492,483,393,333
9,10,2023-11-20,1, ,5,13,30,62,63,39,574,441,317,488
22,5,2023-11-21,0, ,-3,7,58,74,33,27,536,475,360,314
13,28,2023-11-21,1, ,32,10,76,54,33,33,500,667,250,379
0,24,2023-11-21,1, ,13,10,72,48,21,42,429,610,452,412
21,27,2023-11-21,1, ,19,-3,76,48,36,42,511,551,500,387
0,11,2023-11-21,0, ,-5,2,84,70,45,66,714,656,489,484
3,29,2023-11-22,1, ,3,0,54,66,48,33,508,500,344,432
1,16,2023-11-22,1, ,3,1,54,64,51,39,478,643,382,405
0,9,2023-11-22,1, ,8,25,46,66,33,30,569,479,313,393
26,12,2023-11-22,0, ,-7,-1,48,60,33,27,526,453,321,289
0,2,2023-11-22,1, ,2,7,66,80,54,45,513,493,429,367
17,22,2023-11-22,1, ,13,-8,66,54,30,21,491,524,219,385
10,14,2023-11-22,1, ,20,-13,52,40,42,21,400,531,219,326
11,27,2023-11-22,0, ,-1,-12,64,74,54,33,587,615,407,462
18,25,2023-11-22,1, ,5,-1,68,38,21,45,594,596,341,233
13,6,2023-11-22,0, ,-3,0,56,44,33,48,478,509,320,379
20,4,2023-11-22,1, ,14,14,52,34,33,51,386,565,386,379
21,7,2023-11-22,1, ,5,10,68,58,30,45,500,654,429,345
24,28,2023-11-22,1, ,16,-11,60,54,51,30,563,566,323,436
5,15,2023-11-22,0, ,-33,-7,44,52,42,60,491,468,571,467
16,29,2023-11-24,1, ,3,9,78,66,27,45,524,639,405,290
17,25,2023-11-24,0, ,-13,18,48,64,36,51,492,490,486,364
27,4,2023-11-24,1, ,13,8,62,60,39,36,545,705,444,333
10,7,2023-11-24,1, ,19,-2,56,50,36,21,391,528,233,414
21,1,2023-11-24,1, ,17,-11,64,48,33,21,511,561,241,393
9,26,2023-11-24,1, ,6,9,42,66,57,36,623,538,255,452
12,18,2023-11-24,0, ,-10,-9,62,66,33,30,516,564,417,297
19,15,2023-11-24,1, ,2,-8,58,48,30,30,480,558,270,345
14,0,2023-11-24,0, ,-21,-15,56,56,27,33,622,596,355,273
11,8,2023-11-24,1, ,23,2,66,72,48,21,500,516,389,421
20,22,2023-11-25,0, ,-4,-16,54,48,48,42,571,491,341,372
12,6,2023-11-25,1, ,19,12,60,50,24,27,472,508,237,276
2,15,2023-11-25,1, ,15,10,50,54,42,33,509,595,324,389
5,13,2023-11-25,0, ,-6,2,68,76,27,27,603,540,333,321
29,0,2023-11-25,0, ,-28,-2,66,68,30,54,523,660,486,263
28,18,2023-11-25,1, ,5,3,46,56,45,33,491,523,306,349
7,26,2023-11-26,1, ,12,-2,76,56,36,42,500,623,378,429
5,27,2023-11-26,1, ,3,-15,70,58,30,24,509,530,250,323
14,17,2023-11-26,0, ,-22,1,48,56,30,45,596,471,441,270
16,24,2023-11-26,1, ,6,9,42,48,42,39,407,447,406,333
21,3,2023-11-26,1, ,13,10,74,62,30,39,585,617,433,370
2,4,2023-11-26,1, ,9,-6,32,56,75,36,549,533,375,472
1,0,2023-11-26,1, ,10,4,58,34,39,57,486,604,358,277
19,0,2023-11-26,0, ,-3,7,54,52,36,48,491,474,421,414
12,7,2023-11-27,0, ,-9,13,58,68,18,30,486,446,455,300
11,24,2023-11-27,0, ,-4,-7,68,62,24,27,463,618,500,242
8,29,2023-11-27,0, ,-19,-13,70,70,24,30,583,547,345,211
28,18,2023-11-27,1, ,2,6,40,74,51,21,561,500,318,354
22,13,2023-11-27,1, ,44,13,50,64,66,21,582,532,250,478
19,3,2023-11-28,1, ,24,14,52,48,45,39,414,520,419,395
25,9,2023-11-28,1, ,1,1,52,46,45,51,548,553,415,341
15,16,2023-11-28,0, ,-7,-10,68,68,42,39,642,531,371,467
1,4,2023-11-28,1, ,27,-1,52,60,63,27,484,634,321,429
5,0,2023-11-28,1, ,23,-7,74,44,39,39,386,649,295,361
17,20,2023-11-28,1, ,3,8,38,52,42,33,433,422,367,424
6,10,2023-11-28,1, ,6,2,60,68,36,24,607,545,276,353
2,27,2023-11-28,1, ,12,10,54,52,39,39,400,529,361,342
21,29,2023-11-29,1, ,19,-7,68,60,51,33,517,596,379,630
27,0,2023-11-29,1, ,7,-4,64,62,30,21,456,485,269,370
25,12,2023-11-29,0, ,-14,7,54,72,39,42,554,600,500,317
8,13,2023-11-29,0, ,-26,-19,50,66,45,36,611,410,353,417
14,28,2023-11-29,1, ,14,-1,60,36,39,48,353,625,410,333
18,22,2023-11-29,1, ,10,14,64,56,30,42,596,667,412,333
7,10,2023-11-29,1, ,10,5,58,62,57,48,689,558,390,442
15,11,2023-11-30,1, ,10,17,80,78,24,33,709,615,256,381
4,16,2023-11-30,1, ,7,8,64,56,39,48,560,525,333,351
9,12,2023-11-30,1, ,6,5,52,60,45,36,476,605,375,385
20,13,2023-11-30,1, ,23,-8,72,50,42,33,521,692,333,333
26,0,2023-11-30,0, ,-2,-4,60,70,54,42,556,625,424,439
19,8,2023-11-30,1, ,6,9,50,56,48,45,609,532,429,390
5,24,2023-11-30,0, ,-8,1,62,50,21,42,595,544,400,219
2,3,2023-11-30,0, ,-1,-6,76,50,42,63,455,551,583,389
17,28,2023-11-30,1, ,11,-3,52,44,39,33,415,481,324,371
6,14,2023-12-01,0, ,-14,5,44,66,36,33,589,415,324,308
27,19,2023-12-01,0, ,-13,-1,76,58,18,48,537,559,444,188
21,29,2023-12-01,1, ,5,4,68,64,36,39,525,586,464,387
0,7,2023-12-01,0, ,-8,17,60,76,27,36,679,526,375,333
1,22,2023-12-01,1, ,6,14,46,54,48,48,458,523,457,485
18,26,2023-12-01,1, ,15,13,64,44,30,48,500,593,410,323
15,11,2023-12-02,0, ,-15,5,72,80,36,48,755,563,500,480
2,21,2023-12-02,1, ,28,1,64,52,42,27,441,561,310,412
12,9,2023-12-02,1, ,1,-7,62,42,39,51,488,608,395,333
4,18,2023-12-02,1, ,6,-17,62,66,51,24,579,646,320,425
13,10,2023-12-02,1, ,10,5,64,50,24,33,431,516,355,296
6,20,2023-12-02,0, ,-6,5,40,48,57,60,429,571,455,365
3,17,2023-12-02,0, ,-6,-9,64,64,36,33,604,485,355,480
16,0,2023-12-02,1, ,11,-4,78,60,42,45,476,696,395,424
28,24,2023-12-02,1, ,5,-5,78,50,21,39,455,650,325,206
8,5,2023-12-02,0, ,-9,3,62,68,24,30,576,585,333,267
25,7,2023-12-02,1, ,6,-2,64,86,48,18,581,492,240,471
0,14,2023-12-02,1, ,7,13,54,60,27,27,545,474,290,346
11,1,2023-12-04,1, ,10,9,48,68,57,36,607,444,293,475
25,18,2023-12-04,0, ,-10,8,48,66,42,42,589,545,452,341
13,0,2023-12-05,1, ,3,4,58,50,27,36,500,403,480,300
16,19,2023-12-05,1, ,24,-16,64,72,69,21,563,604,304,605
5,21,2023-12-06,1, ,10,-12,64,78,42,6,639,615,87,412
6,28,2023-12-06,1, ,50,-2,68,46,66,36,426,654,364,449
9,24,2023-12-06,1, ,4,16,52,46,30,48,469,500,348,294
8,14,2023-12-06,0, ,-14,-2,60,72,33,33,554,536,423,314
17,26,2023-12-06,1, ,8,8,48,60,36,24,462,511,222,300
29,22,2023-12-06,0, ,-5,-21,76,78,42,24,600,667,296,400
27,15,2023-12-06,0, ,-9,-1,46,54,42,42,529,469,368,378
4,3,2023-12-06,1, ,11,11,52,58,36,30,547,400,270,480
10,20,2023-12-06,1, ,9,-4,50,58,45,24,500,500,276,455
0,2,2023-12-06,0, ,-1,0,60,64,36,33,478,508,407,343
12,7,2023-12-06,1, ,9,11,56,58,36,36,433,467,387,444
