Home,Away,Date,Won, ,PointDiff,FTDiff,Home2pt,Away2pt,Home3pt,Away3pt,Def2pt,OppDef2pt,Def3pt,OppDef3pt
13,18,2023-12-07,1, ,44,8,60,54,51,21,422,588,226,486
16,11,2023-12-07,0, ,-9,0,62,86,36,21,623,492,212,364
14,17,2023-12-08,0, ,-24,-10,44,58,45,45,580,431,395,429
26,4,2023-12-08,0, ,-9,3,44,68,51,39,459,537,464,405
21,8,2023-12-08,1, ,32,-2,78,56,30,18,549,619,200,385
28,12,2023-12-08,0, ,-14,2,58,56,27,45,519,547,441,290
20,9,2023-12-08,1, ,2,12,92,60,15,57,536,667,396,172
15,5,2023-12-08,0, ,-12,-7,44,52,45,42,531,500,368,357
22,0,2023-12-08,1, ,11,11,62,56,33,39,431,544,333,367
1,19,2023-12-08,1, ,10,-2,58,58,57,45,569,659,405,404
24,6,2023-12-08,0, ,-13,-3,42,70,54,36,673,404,308,340
3,27,2023-12-08,1, ,3,2,62,82,39,18,672,574,188,520
2,29,2023-12-08,1, ,27,-1,80,64,30,18,552,563,182,303
7,10,2023-12-08,0, ,-8,-11,56,44,30,39,512,452,333,357
0,25,2023-12-08,0, ,-8,-1,58,56,33,42,528,569,359,344
0,7,2023-12-11,0, ,-7,-6,54,70,51,36,593,519,414,386
16,4,2023-12-11,1, ,4,10,58,64,45,45,400,592,441,405
14,6,2023-12-11,0, ,-7,-4,46,52,54,51,565,511,425,409
18,17,2023-12-11,1, ,14,17,60,54,30,39,491,545,361,370
21,5,2023-12-11,1, ,10,-6,64,42,21,27,467,552,225,269
10,26,2023-12-11,1, ,11,2,40,52,36,15,565,370,122,308
3,15,2023-12-11,0, ,-2,-10,46,44,51,45,524,535,429,415
25,2,2023-12-11,1, ,13,-10,46,56,75,42,475,469,483,556
8,11,2023-12-11,0, ,-8,9,70,78,30,39,639,673,419,345
20,28,2023-12-11,1, ,14,-4,64,64,54,36,593,552,316,474
19,27,2023-12-11,1, ,6,-7,70,66,51,42,579,614,359,586
22,29,2023-12-11,1, ,45,2,64,54,60,27,500,653,290,435
12,24,2023-12-11,1, ,5,-1,72,48,39,57,480,655,475,382
12,25,2023-12-12,1, ,20,3,66,52,33,30,531,600,270,379
6,13,2023-12-12,1, ,2,6,46,68,63,45,548,500,517,488
0,9,2023-12-12,1, ,3,11,48,50,42,48,543,533,348,359
1,5,2023-12-12,1, ,7,20,40,50,54,57,532,500,422,409
4,7,2023-12-12,0, ,-8,-1,46,50,39,42,472,500,467,325
10,14,2023-12-13,1, ,13,3,54,50,36,30,568,500,263,375
27,0,2023-12-13,1, ,7,3,64,60,54,54,508,604,439,529
29,18,2023-12-13,0, ,-20,-7,46,68,57,48,548,605,471,432
28,19,2023-12-13,1, ,4,-7,54,64,48,27,582,482,231,381
0,2,2023-12-13,0, ,-4,4,62,52,27,45,542,554,366,321
26,13,2023-12-13,0, ,-3,3,58,70,48,42,625,492,400,432
8,22,2023-12-13,0, ,-18,-5,58,68,30,33,596,527,367,303
16,11,2023-12-13,1, ,14,12,82,68,21,33,531,661,306,259
15,3,2023-12-13,1, ,11,8,52,58,45,36,630,464,387,500
24,28,2023-12-14,0, ,-8,-1,54,76,48,33,644,466,333,356
15,4,2023-12-14,0, ,-8,7,44,62,45,42,544,478,389,441
6,17,2023-12-14,0, ,-18,-1,64,60,21,42,526,627,452,219
7,2,2023-12-14,1, ,23,3,70,62,36,24,477,556,267,333
1,5,2023-12-14,1, ,9,1,60,58,39,33,580,612,333,361
25,20,2023-12-14,1, ,5,-8,58,66,54,33,500,580,306,400
12,9,2023-12-14,1, ,8,9,56,48,39,48,511,571,356,406
27,0,2023-12-15,0, ,-21,9,60,72,30,48,600,652,390,323
3,18,2023-12-15,0, ,-5,-11,64,58,27,27,547,525,333,290
0,19,2023-12-15,0, ,-17,-7,72,64,33,51,604,581,586,393
26,13,2023-12-15,1, ,14,-1,58,64,54,33,604,547,306,429
29,11,2023-12-15,1, ,14,8,78,66,39,45,493,600,375,481
14,10,2023-12-15,0, ,-7,-17,52,42,33,33,356,500,379,275
1,21,2023-12-15,1, ,17,1,60,56,54,42,538,600,400,429
22,8,2023-12-15,1, ,32,10,54,62,42,12,517,443,190,378
25,28,2023-12-16,1, ,21,-5,48,52,66,36,531,600,324,489
17,11,2023-12-16,1, ,18,0,60,78,54,18,565,536,286,600
16,8,2023-12-16,1, ,32,5,62,74,57,18,544,674,214,452
24,6,2023-12-16,0, ,-11,0,80,64,21,48,640,645,340,219
5,0,2023-12-16,1, ,8,-9,66,52,48,45,531,559,417,381
3,22,2023-12-16,0, ,-53,-6,52,78,21,42,684,464,452,200
15,4,2023-12-16,1, ,2,-7,60,42,39,48,538,625,421,371
9,2,2023-12-16,1, ,4,6,54,56,51,51,560,458,395,531
12,19,2023-12-16,1, ,22,5,68,66,48,33,559,618,314,485
7,20,2023-12-16,0, ,-1,-4,60,72,36,21,571,492,333,375
16,10,2023-12-17,1, ,9,7,64,68,39,33,586,593,407,361
1,21,2023-12-17,1, ,17,-11,56,46,51,33,434,475,306,472
0,29,2023-12-17,1, ,4,7,68,50,21,42,510,576,304,226
24,9,2023-12-17,0, ,-4,8,54,66,39,39,673,540,342,371
26,18,2023-12-17,0, ,-36,1,50,66,45,66,589,481,524,357
0,8,2023-12-18,1, ,6,3,60,78,48,27,542,612,409,444
22,4,2023-12-18,0, ,-4,5,54,60,33,36,500,482,414,344
13,19,2023-12-18,0, ,-5,-8,58,64,39,30,552,500,333,317
7,6,2023-12-18,1, ,26,9,70,56,42,39,519,574,342,538
25,29,2023-12-18,1, ,12,-5,72,52,51,54,553,632,474,395
28,2,2023-12-18,1, ,17,7,62,46,42,48,451,544,410,412
5,10,2023-12-18,1, ,5,-2,56,70,57,36,507,571,364,396
20,14,2023-12-18,1, ,19,3,62,22,33,57,355,554,352,306
15,17,2023-12-18,0, ,-4,-2,60,62,33,33,554,526,379,367
27,3,2023-12-18,1, ,15,5,72,62,24,24,544,632,250,276
11,12,2023-12-18,0, ,-24,-3,74,74,36,57,617,597,500,364
9,1,2023-12-19,1, ,6,-3,60,60,60,51,536,508,293,400
18,14,2023-12-19,0, ,-2,-1,58,62,33,30,608,483,323,440
24,0,2023-12-19,1, ,5,2,50,74,42,15,521,424,217,500
16,26,2023-12-19,1, ,13,-4,64,74,54,27,561,561,300,367
25,1,2023-12-20,0, ,-25,-8,44,58,63,66,580,468,524,477
11,3,2023-12-20,1, ,31,13,62,74,54,24,578,756,258,462
10,0,2023-12-20,0, ,-7,0,56,60,48,51,588,509,425,471
22,17,2023-12-20,1, ,14,9,74,66,24,27,579,597,360,364
27,7,2023-12-20,0, ,-9,6,68,74,27,36,569,540,364,333
5,28,2023-12-20,1, ,8,-12,44,54,69,39,563,489,433,451
21,15,2023-12-20,0, ,-9,-5,64,50,27,45,463,604,517,250
6,12,2023-12-20,0, ,-9,-4,50,64,42,33,696,521,355,326
2,19,2023-12-20,0, ,-19,-7,44,62,45,39,500,407,394,319
4,13,2023-12-20,1, ,16,-2,60,60,54,36,526,556,324,529
16,21,2023-12-21,1, ,4,15,54,74,33,24,561,509,242,297
20,12,2023-12-21,1, ,19,6,70,54,48,51,540,660,395,471
14,11,2023-12-21,1, ,13,5,54,40,48,54,526,551,346,457
5,18,2023-12-21,0, ,-19,-9,48,64,51,45,627,558,429,386
17,13,2023-12-21,1, ,7,1,56,62,42,30,525,549,417,389
4,26,2023-12-21,1, ,19,-2,84,54,21,30,529,677,333,250
8,28,2023-12-21,0, ,-8,-6,68,64,27,33,500,618,367,290
24,29,2023-12-21,0, ,-1,-5,58,60,42,36,556,446,400,467
22,27,2023-12-22,1, ,10,-5,60,60,42,27,556,577,273,452
15,0,2023-12-22,1, ,9,15,46,46,51,57,548,489,352,436
10,6,2023-12-22,1, ,26,0,70,56,33,21,459,614,175,289
2,7,2023-12-22,0, ,-5,-3,60,68,39,33,557,536,423,394
9,29,2023-12-22,1, ,11,-2,58,66,54,33,532,558,314,400
25,0,2023-12-22,1, ,15,-2,64,68,36,15,540,711,200,316
25,17,2023-12-23,0, ,-12,4,58,68,24,30,630,558,303,242
4,5,2023-12-23,0, ,-14,-2,54,54,24,36,628,600,267,229
2,8,2023-12-23,1, ,11,4,70,48,30,45,545,565,429,417
3,7,2023-12-23,0, ,-7,7,52,54,24,36,450,433,400,286
0,14,2023-12-23,0, ,-6,2,64,78,39,33,609,604,333,302
12,1,2023-12-23,0, ,-37,-7,60,48,33,75,585,545,472,324
19,16,2023-12-23,0, ,-19,2,64,64,27,48,542,500,500,310
27,28,2023-12-23,0, ,-7,3,64,62,39,51,585,516,447,406
18,10,2023-12-23,0, ,-2,-7,60,52,24,27,491,588,310,258
11,21,2023-12-23,0, ,-7,-24,56,66,45,18,600,583,333,441
6,26,2023-12-23,1, ,25,0,58,60,69,42,566,527,311,511
9,24,2023-12-23,1, ,20,3,76,50,30,39,510,760,371,303
20,13,2023-12-23,0, ,-9,-4,66,62,39,48,534,611,500,317
7,9,2023-12-25,1, ,6,6,52,52,42,42,553,542,350,412
13,1,2023-12-25,0, ,-11,-5,60,66,39,39,673,517,310,406
19,16,2023-12-25,1, ,7,2,84,64,24,39,604,636,310,308
0,6,2023-12-25,0, ,-14,-2,52,58,42,48,725,531,364,341
15,22,2023-12-25,1, ,6,11,56,46,36,51,469,538,378,375
20,17,2023-12-26,1, ,23,-13,62,44,54,36,478,738,444,462
12,3,2023-12-26,1, ,9,7,52,74,42,18,578,510,207,412
10,11,2023-12-26,0, ,-6,0,84,48,15,57,615,575,442,208
18,14,2023-12-26,0, ,-1,-6,64,56,30,33,636,485,239,323
29,21,2023-12-26,0, ,-8,0,54,74,48,36,552,600,462,381
4,0,2023-12-26,1, ,5,9,70,56,21,39,636,522,289,280
26,28,2023-12-26,0, ,-12,-6,56,62,48,48,596,444,372,457
24,25,2023-12-26,1, ,17,3,66,70,48,30,686,569,238,400
8,2,2023-12-26,0, ,-6,-4,62,64,27,27,533,477,409,360
6,5,2023-12-27,0, ,-3,6,58,46,30,51,469,569,395,270
10,0,2023-12-27,0, ,-16,-5,46,66,51,42,673,418,424,415
20,19,2023-12-27,1, ,9,-7,70,54,42,42,563,603,412,438
29,27,2023-12-27,0, ,-30,-3,68,74,24,45,698,596,395,242
2,16,2023-12-27,0, ,-22,8,76,58,21,69,763,551,451,219
21,22,2023-12-27,0, ,-20,9,44,70,27,30,515,478,357,273
1,8,2023-12-28,1, ,6,9,74,68,33,42,586,617,326,282
7,14,2023-12-28,1, ,37,-6,70,48,60,39,444,636,371,488
4,11,2023-12-28,0, ,-16,2,66,48,21,57,558,471,452,259
17,6,2023-12-28,1, ,8,9,42,52,51,42,456,512,424,515
18,28,2023-12-28,1, ,7,-9,70,48,30,36,522,636,308,370
24,26,2023-12-28,0, ,-13,-2,48,62,33,30,633,369,278,306
13,3,2023-12-28,1, ,21,-3,74,50,45,45,481,552,455,500
9,15,2023-12-28,0, ,-12,4,58,68,24,30,567,527,323,242
29,2,2023-12-29,1, ,6,-14,62,60,45,27,476,585,321,395
0,3,2023-12-29,1, ,14,15,56,42,54,69,457,636,500,600
10,22,2023-12-29,0, ,-4,-14,70,66,42,36,623,574,364,467
0,25,2023-12-29,0, ,-7,13,44,58,45,51,659,431,378,349
1,27,2023-12-29,1, ,2,4,52,54,51,51,529,531,386,436
5,16,2023-12-29,0, ,-8,-18,86,58,18,36,569,717,414,140
12,14,2023-12-29,1, ,11,3,64,50,33,39,532,667,325,282
24,26,2023-12-29,1, ,6,4,64,68,48,42,557,471,424,593
21,19,2023-12-29,1, ,9,4,66,64,21,18,571,589,200,212
7,20,2023-12-29,0, ,-26,-4,52,68,30,36,607,542,343,270
17,13,2023-12-30,1, ,2,-5,52,60,36,21,469,619,292,353
8,27,2023-12-30,1, ,2,12,58,68,36,36,507,537,500,429
28,15,2023-12-30,1, ,8,-12,64,50,33,27,532,615,290,268
9,6,2023-12-30,0, ,-10,-9,56,66,57,48,688,509,400,396
11,19,2023-12-30,1, ,14,-2,54,56,69,51,483,643,459,535
4,22,2023-12-30,1, ,13,7,66,54,21,27,500,611,237,280
20,2,2023-12-31,1, ,16,-4,54,52,54,36,481,540,261,545
26,1,2023-12-31,0, ,-33,-8,56,72,36,45,679,571,357,267
18,13,2023-12-31,1, ,20,1,56,58,51,30,580,528,313,500
14,25,2023-12-31,0, ,-31,7,36,62,36,48,525,429,485,300
0,21,2023-12-31,1, ,5,5,72,60,24,36,566,590,324,296
29,0,2023-12-31,0, ,-4,-7,58,70,51,36,556,644,375,321
10,8,2024-01-01,1, ,23,-1,72,54,45,39,500,643,448,429
27,5,2024-01-01,1, ,3,6,62,62,33,36,585,544,333,367
0,24,2024-01-01,1, ,21,8,54,50,33,24,500,529,267,379
19,17,2024-01-01,1, ,6,-1,54,50,36,33,521,491,393,353
16,11,2024-01-01,0, ,-9,-10,62,76,30,15,613,585,143,250
12,15,2024-01-01,1, ,17,-10,66,48,42,33,490,647,324,483
28,6,2024-01-01,1, ,37,12,74,52,36,33,491,712,275,273
7,3,2024-01-01,1, ,18,3,52,52,45,30,433,578,385,395
18,2,2024-01-02,1, ,27,10,50,48,48,33,436,510,256,410
9,21,2024-01-02,1, ,6,5,58,54,39,42,482,674,389,371
22,4,2024-01-02,1, ,13,6,52,60,36,21,508,520,189,400
25,3,2024-01-02,0, ,-7,-5,52,60,42,36,625,464,353,389
20,1,2024-01-02,1, ,4,-11,60,54,54,45,519,588,375,450
14,26,2024-01-02,1, ,8,4,50,52,36,30,481,595,323,316
10,2,2024-01-03,1, ,11,3,36,46,57,39,469,486,295,487
0,12,2024-01-03,0, ,-9,-6,54,48,45,54,571,614,529,429
25,21,2024-01-03,1, ,3,-1,72,38,45,75,413,554,568,375
14,27,2024-01-03,0, ,-5,-6,50,58,45,36,492,481,462,357
19,4,2024-01-03,1, ,16,-4,62,48,45,39,421,608,406,395
11,16,2024-01-03,1, ,12,4,72,64,42,42,582,655,378,400
0,20,2024-01-03,1, ,3,11,68,64,42,54,582,607,500,359
13,15,2024-01-03,0, ,-14,10,62,50,12,48,490,585,381,133
6,24,2024-01-03,1, ,29,13,58,42,39,39,447,537,325,433
28,8,2024-01-03,1, ,6,15,74,74,48,57,578,521,463,500
17,18,2024-01-03,0, ,-11,7,54,66,30,36,600,529,462,323
5,29,2024-01-03,1, ,39,7,68,60,60,36,455,576,343,476
26,16,2024-01-04,0, ,-4,0,64,74,42,36,638,582,353,350
9,7,2024-01-04,0, ,-3,-11,68,78,45,27,661,630,346,417
7,21,2024-01-05,0, ,-2,-8,78,48,27,51,522,629,472,273
10,17,2024-01-05,0, ,-27,-5,48,64,36,42,582,414,424,375
6,24,2024-01-05,1, ,36,-2,78,52,51,39,473,672,325,447
2,20,2024-01-05,1, ,9,12,54,72,42,27,679,519,290,359
22,19,2024-01-05,0, ,-36,-4,54,50,18,54,521,466,439,261
11,0,2024-01-05,1, ,34,-15,82,60,57,30,588,745,238,487
18,12,2024-01-05,0, ,-16,1,42,50,36,45,543,333,417,414
13,14,2024-01-05,0, ,-14,3,64,42,30,69,568,561,511,357
4,3,2024-01-05,1, ,13,5,60,52,30,30,473,652,294,357
9,8,2024-01-05,1, ,4,13,44,62,48,39,574,500,295,421
0,15,2024-01-05,1, ,16,-8,60,48,42,30,522,577,270,400
25,27,2024-01-05,1, ,5,-13,62,68,63,39,680,500,351,553
5,29,2024-01-05,1, ,24,5,50,52,48,27,481,568,300,485
1,28,2024-01-05,1, ,29,8,44,56,51,18,467,537,176,347
10,16,2024-01-06,1, ,4,-2,46,52,39,27,619,469,265,382
29,19,2024-01-06,0, ,-16,-9,54,58,39,42,569,563,389,351
11,1,2024-01-06,0, ,-17,7,60,60,24,48,612,600,390,190
22,28,2024-01-06,0, ,-11,-2,70,76,21,24,760,530,267,184
6,17,2024-01-07,1, ,7,1,56,56,45,39,528,509,317,375
13,12,2024-01-07,1, ,3,-6,62,44,33,42,407,585,378,379
5,26,2024-01-07,1, ,2,-4,54,54,48,42,551,600,378,372
21,0,2024-01-07,1, ,7,-3,52,66,51,27,541,456,300,415
0,14,2024-01-07,0, ,-6,-3,76,52,24,51,542,514,347,286
9,27,2024-01-07,0, ,-15,6,62,80,42,45,656,574,455,304
2,24,2024-01-07,0, ,-7,-3,64,50,42,60,439,593,526,378
7,8,2024-01-07,1, ,17,6,74,66,30,27,508,698,375,370
25,18,2024-01-07,0, ,-33,-5,46,62,45,57,660,500,543,333
29,20,2024-01-08,0, ,-8,7,58,76,45,42,633,509,500,469
16,28,2024-01-08,0, ,-16,-3,50,54,51,60,587,431,455,472
3,4,2024-01-08,0, ,-7,-5,46,72,51,27,545,442,346,405
11,1,2024-01-08,1, ,2,-2,58,60,57,51,545,569,486,475
12,0,2024-01-08,1, ,27,-8,76,56,45,30,596,679,333,517
15,10,2024-01-08,1, ,7,-2,52,46,45,42,489,565,341,417
13,27,2024-01-09,1, ,1,20,56,72,48,51,610,622,486,444
8,25,2024-01-09,0, ,-21,6,52,82,42,39,672,542,394,378
6,14,2024-01-09,0, ,-17,4,54,60,27,42,556,491,378,333
21,17,2024-01-09,0, ,-21,-4,42,62,39,36,620,404,400,310
19,24,2024-01-09,1, ,28,8,38,54,54,18,474,463,207,375
4,10,2024-01-10,1, ,5,9,46,74,57,33,661,479,244,404
0,22,2024-01-10,1, ,7,3,72,68,36,36,500,529,353,353
3,25,2024-01-10,0, ,-25,-6,38,66,48,39,611,388,371,421
1,17,2024-01-10,1, ,7,12,40,60,57,42,492,465,412,404
12,27,2024-01-10,1, ,6,-3,68,68,45,36,630,576,400,441
8,26,2024-01-10,0, ,-22,-13,68,80,30,27,597,531,333,313
15,20,2024-01-10,0, ,-8,11,52,74,45,42,698,491,424,417
28,7,2024-01-10,1, ,13,-5,66,48,39,39,500,660,394,394
9,18,2024-01-10,0, ,-36,1,54,70,36,57,648,540,475,308
11,29,2024-01-10,1, ,8,1,66,62,24,21,544,493,226,320
20,24,2024-01-11,1, ,62,9,78,34,42,33,327,672,224,400
13,0,2024-01-11,0, ,-18,-5,54,64,39,42,593,587,359,382
6,19,2024-01-11,1, ,4,1,54,60,51,42,638,574,333,415
16,1,2024-01-11,1, ,33,-12,68,50,54,27,446,680,257,429
5,2,2024-01-11,1, ,9,14,38,58,39,24,527,500,296,295
22,25,2024-01-12,1, ,19,-4,50,48,45,24,421,431,211,429
28,27,2024-01-12,1, ,32,-6,62,36,63,51,383,620,500,488
7,18,2024-01-12,1, ,12,-5,72,58,42,39,518,632,394,424
4,9,2024-01-12,0, ,-9,-9,64,58,54,60,617,696,426,450
0,11,2024-01-12,0, ,-18,8,58,84,33,33,689,492,611,367
14,12,2024-01-12,0, ,-9,4,46,68,54,45,586,451,484,409
8,10,2024-01-12,0, ,-2,-12,64,66,36,24,550,604,267,343
26,3,2024-01-12,1, ,36,2,54,44,54,30,400,551,294,474
17,24,2024-01-12,1, ,23,-6,66,40,33,30,408,673,357,355
15,21,2024-01-12,1, ,3,5,58,48,24,36,571,509,300,308
1,10,2024-01-13,1, ,32,-7,54,66,72,21,478,563,233,511
14,19,2024-01-13,0, ,-12,0,54,54,27,39,600,551,342,237
20,21,2024-01-13,1, ,12,3,70,64,24,21,653,603,200,222
28,13,2024-01-13,1, ,7,16,60,66,36,39,524,536,448,324
16,9,2024-01-13,1, ,11,5,76,64,39,45,516,603,417,419
26,4,2024-01-13,0, ,-6,5,42,62,54,45,554,429,441,391
6,18,2024-01-13,0, ,-10,-9,44,54,45,36,551,537,400,366
0,29,2024-01-13,0, ,-28,3,42,70,33,36,538,396,375,275
24,0,2024-01-14,0, ,-11,-6,40,66,60,39,688,426,464,476
7,11,2024-01-14,1, ,8,0,72,70,30,24,556,706,276,500
15,3,2024-01-14,1, ,17,2,58,46,33,30,426,518,244,440
16,25,2024-01-14,1, ,1,12,56,76,60,51,594,571,415,465
17,12,2024-01-14,1, ,4,4,50,38,39,51,432,610,436,500
28,11,2024-01-15,1, ,27,11,68,58,33,27,453,607,290,440
29,8,2024-01-15,0, ,-12,-7,50,76,57,36,644,463,387,463
22,10,2024-01-15,1, ,9,10,50,72,45,24,590,481,296,484
19,21,2024-01-15,0, ,-4,1,40,60,39,24,536,465,276,325
13,20,2024-01-15,1, ,7,6,72,50,24,45,532,600,306,333
27,1,2024-01-15,0, ,-9,-7,68,34,12,48,395,540,410,125
2,15,2024-01-15,0, ,-1,-7,44,50,36,24,446,500,258,218
0,26,2024-01-15,1, ,10,4,54,54,39,33,509,491,262,342
14,9,2024-01-15,1, ,9,23,24,68,60,30,576,375,323,370
5,4,2024-01-15,1, ,18,-1,38,52,60,27,510,500,281,351
6,18,2024-01-15,1, ,5,-2,42,68,54,21,586,500,304,419
12,20,2024-01-16,1, ,11,-3,54,52,60,48,531,614,471,465
22,7,2024-01-16,1, ,5,6,56,66,45,36,550,622,414,484
0,25,2024-01-16,1, ,2,11,50,56,51,54,538,521,450,459
5,16,2024-01-17,1, ,40,6,86,52,36,36,491,662,286,429
8,17,2024-01-17,0, ,-7,-2,68,64,36,45,508,586,500,387
1,26,2024-01-17,1, ,19,2,48,64,54,21,542,462,206,474
27,15,2024-01-17,1, ,24,2,50,70,60,18,565,500,214,526
0,21,2024-01-17,1, ,2,4,62,58,24,30,547,608,286,320
18,3,2024-01-17,1, ,20,4,38,40,75,57,444,463,422,532
13,6,2024-01-17,1, ,17,2,74,62,36,33,608,587,275,429
24,2,2024-01-17,1, ,2,-6,66,40,27,45,571,559,395,333
19,10,2024-01-17,1, ,15,2,52,54,39,24,500,520,267,351
19,29,2024-01-18,1, ,4,5,52,62,39,30,525,542,323,342
25,11,2024-01-18,0, ,-5,3,58,72,45,39,643,604,394,405
28,20,2024-01-18,0, ,-5,6,60,68,39,42,630,526,438,406
27,4,2024-01-18,0, ,-6,2,64,84,30,18,627,711,250,263
17,14,2024-01-18,1, ,15,5,66,50,36,42,490,611,412,429
15,0,2024-01-19,0, ,-1,6,52,50,36,45,481,510,429,387
1,7,2024-01-19,0, ,-2,0,48,68,42,24,680,533,258,318
