Won,HomeCourt,HomePointDiff,HomeFT,Home2pt,Home3pt,Def2pt,Def3pt,AwayPointDiff,AwayFT,Away2pt,Away3pt,OppDef2pt,OppDef3pt
0,1,-4,17,62,35,562,375,1,16,67,41,570,374
0,1,2,17,57,45,545,358,6,19,60,39,540,355
1,1,4,18,61,36,560,343,-9,16,63,36,568,368
0,1,3,16,64,35,530,364,0,16,58,45,545,395
1,1,-6,16,50,41,536,382,3,20,60,43,545,348
0,1,-3,19,59,39,548,387,2,17,57,45,547,358
0,1,-8,18,55,36,585,346,7,19,57,38,505,355
1,1,7,18,62,40,516,367,6,19,60,39,540,356
1,1,3,16,64,34,530,362,-9,16,62,36,571,367
1,1,0,16,58,44,543,394,-9,16,59,37,560,384
1,1,4,19,62,36,559,345,1,18,59,36,540,345
0,1,6,16,59,40,518,357,1,19,60,33,555,354
1,1,1,16,66,41,571,372,-9,17,62,34,558,379
1,1,-4,17,62,35,561,376,-2,16,56,42,533,381
0,1,-3,19,59,40,548,388,-11,15,58,36,577,388
0,1,4,22,62,34,551,348,5,18,57,39,545,367
0,1,-1,17,60,35,557,367,10,17,54,49,516,348
1,1,1,18,56,45,556,364,0,20,61,38,557,378
1,1,2,17,57,45,545,360,-0,19,64,34,541,375
0,1,-9,18,55,35,586,346,3,16,64,34,527,364
0,1,5,18,62,36,558,345,0,19,55,37,556,366
1,1,2,17,57,45,547,358,-10,15,57,36,577,385
1,1,-0,19,64,34,540,375,-9,16,59,37,561,384
1,1,7,18,62,40,516,367,-9,16,62,37,573,364
1,1,0,18,59,36,542,345,0,20,61,39,557,379
0,1,7,19,58,38,503,354,3,20,60,43,545,351
0,1,0,20,61,38,556,378,-3,17,62,35,560,374
0,1,-6,16,50,41,538,379,5,19,60,39,541,358
1,1,4,22,62,34,550,350,5,16,59,40,517,361
1,1,7,18,58,38,504,354,-3,16,56,41,532,382
0,1,-9,17,62,34,559,380,1,19,60,33,556,356
0,1,5,18,57,39,544,366,10,17,54,49,516,348
1,1,2,16,67,41,571,372,2,18,56,45,556,365
0,1,-9,17,55,35,588,347,-10,15,57,36,577,384
0,1,4,22,62,34,549,349,3,20,60,43,544,351
1,1,-3,19,59,40,546,390,-8,16,59,37,561,384
0,1,-10,16,62,37,575,367,5,16,59,40,516,361
0,1,0,18,59,36,541,343,8,18,63,41,515,365
1,1,0,20,61,38,556,379,1,19,60,33,555,358
0,1,5,19,60,39,541,356,1,16,59,44,543,395
0,1,2,17,57,45,545,357,4,16,65,34,527,363
0,1,4,18,62,36,557,347,-1,17,60,35,558,369
1,1,0,20,61,38,555,378,-0,19,64,34,539,376
1,1,4,18,57,39,546,367,-9,17,62,34,558,382
0,1,-6,16,50,41,537,379,-3,16,56,41,532,381
0,1,1,16,59,44,543,393,0,19,54,37,554,364
0,1,2,16,67,41,569,374,-3,17,62,35,559,373
1,1,1,19,59,33,554,359,-2,16,56,41,531,379
0,1,-1,17,60,35,557,369,-9,17,62,34,556,382
1,1,10,17,54,49,517,348,4,21,62,34,550,351
1,1,5,16,59,39,517,360,1,18,56,45,558,365
0,1,-9,17,55,35,588,346,1,19,55,37,554,364
1,1,7,18,57,38,503,350,-9,16,59,37,560,386
1,1,4,20,60,43,541,351,-10,15,57,36,575,378
1,1,8,18,62,41,514,365,0,18,58,37,539,346
0,1,-10,16,62,37,576,366,2,17,57,45,545,357
1,1,0,20,61,38,555,379,-2,19,59,40,545,390
0,1,4,18,57,39,545,369,4,18,62,36,556,347
1,1,4,16,65,34,526,362,1,16,59,44,544,393
1,1,7,18,58,38,504,351,-6,16,50,40,538,379
1,1,2,16,67,41,570,375,4,18,61,37,554,346
0,1,-3,17,63,35,559,372,1,18,56,45,558,368
1,1,-1,17,60,35,558,369,5,16,59,40,518,362
0,1,5,19,60,39,541,356,-1,19,64,34,539,377
0,1,-11,15,57,36,575,379,4,19,60,43,540,350
1,1,-3,16,56,41,532,379,1,20,61,38,554,378
1,1,-9,16,59,37,559,387,8,18,63,41,513,363
0,1,4,18,57,39,544,372,2,17,57,45,546,356
1,1,0,20,61,38,554,379,-0,18,58,36,539,346
1,1,-0,19,64,34,541,375,-10,16,62,37,575,367
1,1,1,19,59,33,553,357,-3,19,59,40,545,390
1,1,4,16,65,34,525,362,1,19,55,37,553,364
1,1,3,21,61,34,552,349,-11,15,57,36,574,379
0,1,-1,17,60,35,556,370,4,19,59,43,540,349
0,1,-9,17,62,34,556,377,5,16,58,40,517,361
1,1,5,19,60,39,543,357,-10,16,62,37,575,367
0,1,7,18,57,38,503,350,0,16,59,44,546,393
1,1,4,18,61,37,554,346,2,16,67,41,569,375
1,1,10,18,55,48,515,348,1,18,56,45,557,368
0,1,-3,17,63,35,562,372,2,17,57,45,544,355
0,1,-6,16,50,40,539,379,-9,17,55,35,587,349
1,1,-2,16,55,41,532,377,0,20,60,38,553,378
1,1,1,19,55,37,551,364,-3,19,58,40,547,389
0,1,-7,16,50,40,539,380,-8,17,56,35,585,350
0,1,0,20,60,38,552,379,-0,18,58,36,537,346
0,1,-0,19,64,34,541,375,4,16,64,34,524,360
1,1,1,19,59,33,550,358,-9,17,61,34,553,378
1,1,11,18,55,49,516,347,2,17,57,46,544,354
1,1,-3,17,63,35,560,372,-10,15,57,36,573,380
0,1,5,16,58,41,515,360,4,18,56,39,544,371
0,1,7,18,57,38,503,351,5,19,60,39,543,357
1,1,-8,16,59,38,560,385,1,16,67,41,570,376
0,1,1,17,56,45,558,370,3,21,61,35,552,351
0,1,0,20,60,38,552,379,8,18,63,40,514,365
0,1,0,16,59,44,546,393,-1,17,60,35,556,369
1,1,4,20,59,43,538,350,5,19,60,39,542,356
1,1,-1,18,65,34,543,376,8,18,63,40,514,365
1,1,-3,19,58,40,548,389,-10,16,62,37,577,368
1,1,7,18,57,38,502,350,-8,17,56,35,581,350
0,1,-2,16,55,41,531,376,-7,16,50,40,539,379
1,1,5,16,58,41,516,361,11,17,55,49,517,344
0,1,-10,15,57,36,573,380,2,19,60,33,550,356
0,1,-3,17,63,35,560,371,5,18,61,37,553,346
0,1,1,18,56,45,558,369,1,16,67,40,570,377
1,1,-0,18,58,36,537,346,-8,16,59,38,560,382
1,1,-2,16,55,41,532,376,3,21,61,35,552,351
0,1,4,15,65,34,525,361,0,20,60,38,552,378
1,1,1,19,55,37,551,364,-9,17,61,34,556,377
0,1,4,18,56,39,544,371,0,20,60,38,551,378
0,1,-8,17,56,35,581,351,8,18,63,40,514,367
1,1,1,17,57,45,545,357,4,20,59,43,537,351
0,1,3,21,61,35,552,352,-7,16,50,40,539,379
0,1,-10,16,62,37,576,368,2,19,60,33,549,356
1,1,0,20,60,38,550,377,5,16,57,41,514,361
0,1,-3,19,58,40,546,389,-1,17,60,35,556,368
0,1,0,18,58,36,537,345,5,19,60,39,542,356
0,1,-0,18,64,34,541,376,0,16,59,44,547,392
0,1,2,16,67,41,571,376,7,19,57,38,503,351
1,1,0,15,59,44,547,394,-8,16,59,38,560,380
1,1,4,15,64,35,524,362,11,17,55,49,515,346
1,1,0,20,60,38,551,376,-4,16,62,35,559,373
1,1,-9,17,61,34,555,378,-2,16,55,41,531,376
0,1,2,17,57,45,544,355,-1,17,60,35,556,367
1,1,0,18,56,45,559,370,1,19,55,37,552,363
1,1,-10,16,62,37,576,370,-10,15,57,36,575,379
0,1,-6,16,50,40,536,378,1,20,60,38,551,376
0,1,3,21,61,35,551,352,5,18,61,37,552,345
1,1,3,18,56,39,545,370,2,19,60,33,550,356
1,1,5,16,57,41,516,361,7,19,58,37,504,351
1,1,8,18,63,40,515,368,1,19,55,37,551,363
0,1,-8,17,56,35,582,352,-0,18,58,37,538,347
1,1,-0,18,64,35,542,377,4,19,59,43,539,353
1,1,5,19,60,39,541,357,-1,17,60,35,557,366
0,1,2,17,57,45,544,357,-8,16,59,38,561,379
0,1,1,20,60,38,550,376,11,17,55,49,517,343
1,1,-10,15,57,36,576,376,-2,16,55,41,532,377
1,1,4,15,65,34,524,361,-3,19,58,40,546,390
0,1,-9,17,61,34,555,379,1,18,56,45,558,371
1,1,-8,17,55,35,581,352,-4,16,62,36,560,374
0,1,0,15,60,43,546,395,0,18,58,37,536,348
0,1,1,20,60,38,550,376,5,18,61,37,551,343
0,1,2,19,59,33,548,358,1,16,67,40,570,374
0,1,5,16,57,41,515,360,-2,16,55,41,534,377
0,1,4,18,56,40,542,368,3,21,61,35,550,352
0,1,5,19,60,39,540,358,4,19,59,43,539,355
1,1,-0,18,64,35,543,377,7,19,58,37,504,351
0,1,1,19,55,37,552,363,-10,16,62,37,576,367
1,1,8,18,63,40,515,368,-6,16,50,40,534,379
0,1,-8,16,59,38,560,378,2,17,57,45,544,359
0,1,4,16,57,41,516,362,0,20,60,38,550,377
1,1,-9,17,61,34,557,379,-10,15,57,36,574,376
0,1,-8,17,55,35,581,353,11,17,55,49,518,342
0,1,-1,17,60,35,558,365,1,18,57,45,558,371
1,1,4,15,65,35,525,360,-4,16,62,36,559,374
1,1,0,16,60,43,545,395,4,19,59,43,539,354
0,1,-8,16,59,38,559,379,0,18,58,37,537,346
0,1,8,18,63,40,515,367,2,16,67,40,568,373
0,1,5,18,60,39,540,359,6,18,58,37,505,352
1,1,-7,16,50,40,536,380,-10,16,62,37,575,366
0,1,-3,19,59,40,549,393,11,17,55,49,518,343
1,1,4,17,56,39,541,367,3,21,61,35,548,350
1,1,1,19,59,33,548,357,-2,16,55,42,534,378
0,1,2,16,67,40,567,373,-2,17,60,35,560,365
0,1,5,18,61,37,550,344,4,16,57,41,518,363
1,1,1,18,57,45,557,368,2,17,57,45,542,360
1,1,-8,17,56,35,581,353,0,20,60,38,551,377
1,1,-8,17,61,34,555,378,-4,16,62,36,560,374
0,1,1,18,55,37,552,363,4,15,65,35,526,361
1,1,1,16,60,43,545,392,-0,18,64,35,542,376
0,1,-6,16,50,40,536,379,-10,15,57,36,576,374
1,1,0,18,58,37,538,345,-10,16,62,37,575,364
0,1,-8,17,56,35,579,353,4,17,56,39,540,365
1,1,11,17,55,49,517,345,0,20,60,38,551,376
0,1,-2,17,60,35,561,364,4,18,60,39,541,359
1,1,8,18,63,40,516,367,1,18,57,44,555,368
1,1,3,20,58,43,540,356,2,21,60,34,550,350
1,1,5,18,61,37,550,345,4,18,60,39,540,361
0,1,-8,17,61,34,556,376,0,18,55,37,552,363
1,1,-3,19,59,40,549,394,0,20,60,38,551,377
0,1,-8,16,59,38,560,378,4,15,65,34,525,359
0,1,-4,16,62,36,559,374,1,19,59,33,549,356
0,1,-10,14,57,36,574,374,0,20,60,38,552,378
1,1,2,20,60,35,552,351,-10,15,57,36,575,373
1,1,2,17,67,40,567,372,-2,16,55,41,535,379
1,1,1,18,58,36,539,345,4,16,57,41,518,360
1,1,5,18,61,37,550,346,-8,17,55,35,579,351
0,1,-7,16,50,40,538,379,8,18,62,40,517,367
1,1,-2,17,60,35,563,366,-10,16,62,37,576,365
0,1,-3,19,59,40,546,395,6,18,58,37,506,352
0,1,-0,18,64,35,543,378,2,17,57,44,545,357
0,1,1,15,60,43,545,393,4,17,56,39,538,365
0,1,4,18,59,39,540,361,0,20,60,38,551,376
1,1,1,19,59,33,548,357,-4,16,62,36,559,375
0,1,-10,16,62,37,577,365,11,17,55,49,518,345
1,1,3,20,58,43,540,358,0,20,60,38,551,375
0,1,-8,17,61,34,557,373,1,18,55,37,552,361
1,1,-8,16,59,38,560,379,-2,16,55,41,536,376
1,1,1,18,57,44,556,368,5,15,65,34,525,359
1,1,11,17,55,50,518,344,-8,17,61,34,556,373
0,1,-3,19,59,40,545,396,7,18,58,37,507,350
1,1,2,20,60,35,551,351,1,18,55,37,552,362
1,1,-1,18,64,35,543,378,0,20,60,38,550,377
1,1,1,15,59,43,545,391,-7,16,50,40,540,378
0,1,2,17,67,40,565,373,4,16,57,41,519,360
1,1,-2,17,60,35,561,366,-8,17,55,35,579,352
0,1,2,16,58,44,545,357,4,17,56,39,537,363
0,1,-7,16,59,38,560,377,1,18,57,44,554,369
1,1,2,19,59,33,548,356,-10,15,57,35,575,372
0,1,7,18,58,38,506,352,4,15,65,34,525,357
0,1,-2,16,55,41,536,374,5,18,61,37,551,346
0,1,-10,16,62,37,576,367,1,18,59,37,540,344
0,1,-4,16,62,35,560,374,1,16,59,43,543,390
1,1,12,17,54,50,518,344,3,19,58,43,542,359
0,1,4,16,57,41,520,358,0,18,55,37,551,362
1,1,8,18,63,40,517,368,-3,19,59,40,546,396
1,1,0,20,60,38,551,377,3,20,60,35,549,351
1,1,2,16,57,44,546,358,-7,16,50,40,539,377
0,1,-8,17,56,35,578,351,4,18,59,39,539,363
0,1,-8,17,61,34,555,374,2,16,67,39,565,373
1,1,1,18,59,37,539,345,-2,17,60,35,561,365
1,1,2,19,59,33,549,355,5,18,61,37,549,345
1,1,1,17,58,44,553,369,-4,19,59,40,546,395
1,1,-10,16,61,37,577,366,2,16,60,43,542,389
1,1,4,15,65,35,525,357,4,17,56,39,537,364
1,1,3,19,58,43,541,360,-3,16,55,41,538,373
1,1,0,19,60,39,551,377,0,19,60,39,551,377
0,1,2,16,58,45,545,358,2,16,67,39,564,371
1,1,-0,18,64,35,544,376,2,20,60,35,549,353
0,1,-8,17,55,35,578,352,4,18,59,39,539,364
0,1,-9,17,61,34,556,374,12,17,54,50,519,346
0,1,1,18,55,37,552,362,5,18,61,37,551,346
1,1,7,18,58,38,506,354,4,16,57,41,521,358
0,1,-5,16,62,35,562,373,8,18,63,40,518,367
0,1,-7,16,59,38,560,376,-7,16,50,40,541,379
1,1,0,19,60,39,551,378,-10,14,57,35,576,372
1,1,4,17,56,39,538,363,-3,16,55,41,538,373
1,1,-10,16,61,37,577,365,-5,16,62,35,562,373
0,1,-2,17,60,35,562,365,12,17,54,50,520,345
0,1,2,19,59,33,550,354,1,16,60,43,542,390
1,1,1,18,59,37,538,346,-4,19,59,39,547,394
0,1,-8,17,56,35,580,353,5,15,65,34,526,357
0,1,-7,16,59,38,558,376,1,19,60,39,550,377
0,1,4,18,59,39,539,364,2,20,60,35,548,354
1,1,-0,18,64,35,542,374,2,16,67,39,563,369
1,1,3,19,58,43,542,359,8,18,63,40,519,367
1,1,0,18,55,37,551,364,4,16,56,41,520,360
1,1,7,18,58,38,507,352,2,16,58,45,545,359
0,1,-9,17,61,33,558,374,5,18,61,37,550,345
0,1,-4,19,59,39,548,396,2,17,58,44,555,366
1,1,1,16,59,43,543,388,2,20,60,35,547,354
1,1,5,15,65,34,526,357,-7,16,50,40,541,376
0,1,-5,16,62,35,562,372,-3,16,55,41,537,373
1,1,2,18,59,38,538,345,-8,17,56,35,578,353
0,1,-2,17,60,35,562,366,-10,16,62,37,576,363
1,1,4,17,56,39,537,363,-9,17,61,33,559,373
1,1,-8,16,59,37,559,377,1,19,60,39,551,377
1,1,1,19,60,39,551,376,12,17,54,50,522,345
1,1,3,16,56,41,521,361,-10,14,57,35,577,373
0,1,4,18,59,39,539,366,2,16,67,40,563,371
0,1,2,16,59,43,542,387,2,17,58,43,554,365
0,1,1,18,55,37,550,363,2,16,58,44,543,361
0,1,4,19,58,43,541,357,0,19,64,35,543,375
0,1,5,18,61,37,550,344,7,18,62,40,521,366
0,1,2,20,59,35,548,352,4,18,59,39,540,369
0,1,7,18,62,40,521,366,2,18,59,37,538,343
1,1,1,19,60,39,551,375,-8,17,56,35,577,352
1,1,-2,17,60,35,562,365,2,16,67,40,564,370
0,1,2,19,59,33,549,354,2,16,58,44,542,359
1,1,7,18,57,38,506,353,-9,17,60,33,560,374
0,1,5,15,65,34,525,356,1,19,60,39,551,376
0,1,-10,16,61,37,575,362,-3,16,55,40,537,370
0,1,-5,16,62,35,564,370,4,17,56,39,536,362
0,1,-4,19,59,39,549,394,-7,16,59,37,560,377
1,1,-11,14,57,35,578,374,3,16,56,41,521,360
0,1,-7,16,50,40,541,378,0,19,64,35,542,374
1,1,5,18,61,37,550,345,4,19,58,43,540,357
1,1,1,19,60,39,551,375,12,17,54,50,522,347
0,1,-10,16,61,37,575,361,-9,17,60,33,562,373
0,1,5,15,65,34,525,358,7,18,57,38,506,352
1,1,-7,16,59,37,560,377,5,17,56,40,536,362
0,1,2,18,59,33,549,354,3,18,59,39,540,370
1,1,3,16,56,41,523,361,2,20,59,35,547,353
1,1,2,16,67,40,563,371,0,19,64,35,542,374
1,1,0,18,55,37,553,363,-8,17,56,35,578,353
0,1,-10,14,57,35,578,374,2,16,58,44,542,359
1,1,7,18,63,40,522,366,1,19,60,39,551,375
1,1,-3,16,55,40,538,371,-1,17,60,35,561,365
0,1,1,16,59,42,542,390,2,17,58,44,552,365
0,1,-4,19,59,39,549,396,2,18,59,38,539,343
1,1,2,18,59,33,548,353,-7,16,50,40,541,380
0,1,5,18,61,37,550,345,11,17,55,50,524,347
0,1,1,19,60,39,551,376,3,19,58,43,539,355
1,1,1,16,59,42,541,390,-4,19,59,39,547,394
0,1,-11,14,56,35,579,374,3,18,59,38,539,369
0,1,-2,16,55,41,539,370,0,19,64,35,542,374
0,1,-7,16,59,37,559,377,2,16,58,44,542,357
0,1,5,17,56,40,538,362,7,18,63,40,523,365
0,1,2,18,58,38,539,342,2,17,57,44,550,367
1,1,4,15,65,34,526,357,3,16,56,41,523,361
0,1,7,18,57,38,505,351,-2,17,60,35,558,367
0,1,-10,15,61,37,574,360,1,18,55,37,552,360
0,1,-6,16,62,35,565,372,2,20,59,35,548,354
0,1,-9,17,60,33,561,371,-7,16,50,40,540,381
1,1,2,18,59,33,546,353,-9,17,56,35,578,355
0,1,-1,17,60,35,559,366,1,19,60,39,552,375
0,1,5,18,61,37,550,346,1,19,60,39,552,374
0,1,-11,14,56,36,579,376,11,17,54,50,522,348
1,1,2,16,67,40,563,368,-2,16,55,41,542,370
1,1,-10,15,61,37,574,360,4,19,58,43,538,356
1,1,2,16,58,44,542,358,2,17,57,44,549,366
0,1,-6,16,62,35,566,374,0,19,64,35,542,373
1,1,1,18,55,37,553,359,5,17,56,40,539,362
1,1,2,20,59,36,549,354,7,18,63,40,522,364
1,1,1,16,59,43,540,390,4,18,59,38,540,370
1,1,7,18,57,38,505,354,2,18,58,38,539,344
0,1,-4,19,58,39,548,396,3,16,56,41,523,365
1,1,5,15,65,35,526,357,-7,16,59,38,559,377
1,1,7,18,57,38,506,353,-6,16,62,35,566,375
1,1,11,17,54,50,522,348,7,18,62,40,522,366
0,1,-11,14,56,36,581,375,-9,16,56,35,578,355
1,1,1,19,60,39,551,375,3,16,56,41,523,366
1,1,1,19,60,39,551,374,-9,17,60,33,560,371
0,1,3,19,59,43,540,354,-7,16,50,40,541,382
0,1,-10,15,61,36,575,358,0,19,64,35,542,372
1,1,-3,16,55,41,542,371,2,16,67,40,562,369
0,1,5,18,61,37,551,347,2,18,59,33,545,353
0,1,1,18,58,38,540,345,2,16,58,44,541,358
0,1,1,18,55,37,553,359,2,20,59,36,548,354
1,1,2,17,57,44,548,368,1,19,60,39,551,374
1,1,3,18,59,38,540,369,5,15,65,34,525,356
1,1,4,17,56,40,539,363,1,16,59,43,538,390
1,1,2,16,67,40,562,369,7,18,62,40,523,366
1,1,-10,14,56,35,579,374,2,18,59,33,545,354
1,1,3,19,59,38,539,368,-5,19,58,39,549,396
0,1,3,19,58,43,541,354,-6,16,62,35,565,376
0,1,1,18,58,38,541,347,1,18,55,37,553,359
1,1,12,17,55,50,522,346,1,16,59,43,539,391
1,1,1,19,60,39,551,374,7,18,57,38,505,352
0,1,5,18,61,37,552,347,-7,16,59,38,558,377
0,1,-9,15,61,37,575,358,-9,16,56,35,578,353
1,1,-2,17,60,35,559,368,5,17,56,40,539,364
1,1,-7,16,50,40,539,382,-9,17,60,33,562,370
1,1,2,17,57,44,546,367,2,16,58,44,541,357
1,1,-3,16,55,41,542,369,-9,17,60,33,561,370
1,1,0,19,64,35,542,373,3,16,56,41,522,368
0,1,-7,16,50,40,538,380,2,20,59,36,548,353
1,1,5,15,65,34,525,354,1,19,60,39,550,373
1,1,2,19,59,33,547,356,-1,17,60,35,558,368
1,1,2,16,58,44,541,357,-5,19,58,39,551,396
0,1,3,19,58,43,540,354,4,17,56,39,539,364
1,1,2,17,57,44,546,367,1,18,58,38,542,348
0,1,1,19,64,35,542,372,7,18,57,38,505,352
1,1,12,17,54,50,521,346,-9,16,56,34,578,350
1,1,3,16,67,40,563,367,2,18,55,37,551,358
0,1,-10,14,56,36,579,372,6,18,62,40,524,367
0,1,-7,16,59,38,559,376,2,20,59,36,547,353
1,1,4,19,59,38,538,367,2,16,56,40,524,369
0,1,1,19,60,39,550,375,4,18,61,37,553,348
1,1,-6,16,62,35,565,375,-9,15,61,36,574,357
0,1,-2,16,55,40,541,370,1,15,58,43,540,389
0,1,1,19,59,39,550,375,4,19,59,38,538,367
0,1,1,19,59,39,550,375,2,18,55,37,553,357
0,1,-5,19,58,39,551,396,5,15,64,35,524,353
0,1,-6,16,62,35,565,375,3,16,67,39,562,366
1,1,7,18,57,38,505,352,-9,15,61,37,574,357
1,1,3,19,58,43,540,356,12,17,55,50,520,346
0,1,-10,14,56,36,578,374,3,17,57,44,546,368
1,1,3,20,59,36,546,353,-9,17,60,33,562,370
0,1,1,19,64,35,542,373,2,16,58,44,540,358
1,1,1,18,58,38,544,348,2,19,59,33,547,355
0,1,-2,17,60,34,558,367,4,17,56,39,539,363
0,1,-9,16,56,35,580,351,4,18,61,37,553,348
0,1,-7,16,50,39,539,381,-7,16,59,38,558,375
1,1,6,18,62,40,526,368,2,15,58,43,538,387
0,1,2,18,55,37,552,355,3,17,57,44,545,367
1,1,5,15,64,35,523,353,7,18,57,38,505,353
1,1,3,19,58,43,539,355,2,19,59,33,548,356
1,1,6,18,62,40,523,368,-7,16,59,38,556,373
0,1,1,19,59,39,550,376,-10,14,56,36,581,373
1,1,-3,16,55,40,541,369,-6,16,62,34,567,375
1,1,2,16,56,40,525,369,-7,16,50,39,541,379
0,1,4,19,59,38,536,366,1,19,59,39,550,376
0,1,11,16,54,50,520,348,5,17,56,40,540,363
0,1,1,15,58,43,538,387,5,18,60,37,553,348
1,1,-5,19,58,39,552,396,1,18,58,38,543,347
0,1,-9,17,60,33,561,370,-2,17,61,34,558,368
0,1,-9,16,56,35,578,350,3,16,58,45,540,358
0,1,1,15,58,43,539,389,1,19,59,39,550,375
0,1,-9,15,61,37,573,358,-1,17,61,34,559,369
1,1,7,18,57,38,506,354,1,19,59,39,550,375
0,1,4,18,59,38,537,366,-5,19,58,39,550,396
0,1,3,16,58,44,539,357,5,18,60,37,554,349
0,1,-9,16,56,34,578,350,1,18,58,38,544,347
1,1,5,17,56,40,540,364,-3,16,55,40,539,370
0,1,3,17,57,44,544,368,-9,17,60,33,562,370
1,1,7,18,62,40,522,366,3,19,58,43,539,355
0,1,-7,16,50,39,540,380,0,19,64,35,542,376
1,1,1,18,54,37,553,355,-6,16,62,35,566,374
1,1,3,20,59,36,544,355,2,19,59,33,549,356
1,1,11,16,54,50,521,348,-10,15,56,36,581,374
1,1,-7,16,58,38,556,373,5,15,65,35,523,354
1,1,2,16,56,40,523,370,3,16,67,40,563,365
1,1,-7,16,58,38,556,373,-9,17,60,33,561,369
1,1,3,16,67,39,563,365,1,19,59,39,550,375
0,1,3,18,59,38,539,363,1,18,58,38,543,347
0,1,7,18,57,38,507,354,0,19,59,39,551,376
1,1,3,20,59,36,544,354,-3,16,55,40,538,371
1,1,3,16,58,44,537,359,-5,19,58,39,550,394
0,1,5,18,60,37,554,349,0,19,64,35,541,377
1,1,11,16,55,49,519,349,-9,16,61,37,573,358
1,1,1,15,58,43,540,389,-9,16,56,35,579,350
1,1,5,17,56,40,541,363,-1,17,61,35,559,369
0,1,3,16,57,40,524,369,-10,15,56,36,582,374
1,1,7,18,62,40,522,366,3,17,57,44,544,367
0,1,-7,16,50,39,542,379,5,15,65,35,524,355
1,1,2,19,59,33,548,358,3,18,58,43,540,355
1,1,2,18,54,38,554,355,-6,16,62,35,567,375
